	ENG_t	FR_t	eng_stem	fr_stem	ratio_similarity
2488	quietest	le plus silencieux	quietest	le plus silenci	26
2489	quilt	courtepointe	quilt	courtepoint	38
2490	quintet	quintette	quintet	quintet	100
2491	quirkiest	le plus bizarre	quirkiest	le plus bizarr	26
2492	quit	quitter	quit	quitt	89
2493	quotient	quotient	quotient	quotient	100
2494	rabat	Rabat	rabat	rabat	100
2495	rabbit	lapin	rabbit	lapin	36
2496	racialist	raciste	racialist	racist	80
2497	raciest	le plus racé	raciest	le plus rac	33
2498	racist	raciste	racist	racist	100
2499	racket	raquette	racket	raquet	67
2500	racquet	raquette	racquet	raquet	92
2501	radiant	radiant	radiant	radi	73
2502	radiologist	radiologue	radiologist	radiologu	80
2503	raft	radeau	raft	radeau	40
2504	ragout	ragoût	ragout	ragoût	83
2505	ragwort	jacobée	ragwort	jacob	33
2506	raiment	vêtements	raiment	vêt	20
2507	raincoat	imperméable	raincoat	impermé	13
2508	rainforest	forêt tropicale	rainforest	forêt tropical	33
2509	rainiest	le plus pluvieux	rainiest	le plus pluvi	10
2510	rainout	pluie	rainout	plui	18
2511	rainswept	balayé par la pluie	rainswept	balayé par la plui	22
2512	rampant	rampant	rampant	ramp	73
2513	rampart	rempart	rampart	rempart	86
2514	rankest	le plus classé	rankest	le plus class	20
2515	rant	déclamer	rant	déclam	20
2516	rapist	violeur	rapist	violeur	15
2517	rapport	rapport	rapport	rapport	100
2518	rapprochement	rapprochement	rapproch	rapproch	100
2519	rapt	ravi	rapt	rav	57
2520	rarebit	rarebit	rarebit	rareb	83
2521	rarest	le plus rare	rarest	le plus rar	35
2522	rashest	imprudent	rashest	imprudent	38
2523	rat	rat	rat	rat	100
2524	rationalist	rationaliste	rationalist	rational	84
2525	rawest	le plus brut	rawest	le plus brut	22
2526	reaccept	réaccepter	reaccept	réaccept	88
2527	react	réagir	react	réag	44
2528	reactant	réactif	reactant	réactif	53
2529	readapt	réadapter	readapt	réadapt	86
2530	readiest	le plus prêt	readiest	le plus prêt	20
2531	readjust	réadapter	readjust	réadapt	53
2532	readjustment	réajustement	readjust	réajust	80
2533	readmit	réadmettre	readmit	réadmettr	62
2534	reagent	réactif	reagent	réactif	43
2535	realignment	réalignement	realign	réalign	86
2536	realist	réaliste	realist	réalist	86
2537	reappoint	renommer	reappoint	renomm	40
2538	reappointment	renouvellement de nomination	reappoint	renouvellement de nomin	31
2539	rearmament	réarmement	rearmament	réarm	53
2540	rearrangement	réarrangement	rearrang	réarrang	88
2541	reassert	réaffirmer	reassert	réaffirm	38
2542	reassessment	réévaluation	reassess	réévalu	27
2543	reassignment	réaffectation	reassign	réaffect	25
2544	reattachment	refixation	reattach	refix	31
2545	reattempt	réessayer	reattempt	réessai	38
2546	reboot	redémarrer	reboot	redémarr	29
2547	rebuilt	reconstruit	rebuilt	reconstruit	56
2548	rebut	réfuter	rebut	réfut	60
2549	recalcitrant	récalcitrant	recalcitr	récalcitr	89
2550	recant	rétracter	recant	rétract	46
2551	recast	refonte	recast	refont	50
2552	receipt	le reçu	receipt	le reçu	29
2553	recent	récent	recent	récent	83
2554	receptionist	réceptionniste	receptionist	réception	76
2555	recidivist	récidiviste	recidivist	récidiv	71
2556	recipient	destinataire	recipi	destinatair	12
2557	recollect	se rappeler	recollect	se rappel	33
2558	recombinant	recombinant	recombin	recombin	100
2559	recommencement	recommencement	recommenc	recommenc	100
2560	reconcilement	réconciliation	reconcil	réconcili	82
2561	reconnect	se reconnecter	reconnect	se reconnect	86
2562	reconquest	reconquête	reconquest	reconquêt	84
2563	reconstruct	reconstruire	reconstruct	reconstruir	82
2564	reconsult	reconsulter	reconsult	reconsult	100
2565	reconvert	reconvertir	reconvert	reconvert	100
2566	recordist	enregistreur	recordist	enregistreur	48
2567	recount	raconter	recount	racont	77
2568	recruit	recruter	recruit	recrut	92
2569	recruitment	recrutement	recruit	recrut	92
2570	recumbent	couché	recumb	couch	36
2571	recurrent	récurrent	recurr	récurrent	67
2572	redbreast	rousse	redbreast	rouss	29
2573	reddest	le plus rouge	reddest	le plus roug	11
2574	redeployment	redéploiement	redeploy	redéploi	75
2575	redevelopment	réaménagement	redevelop	réaménag	12
2576	redirect	réorienter	redirect	réorient	38
2577	redolent	parfumé	redol	parfum	18
2578	redoubt	redoute	redoubt	redout	92
2579	redraft	reformuler	redraft	reformul	40
2580	redshift	décalage vers le rouge	redshift	décalage vers le roug	14
2581	reductionist	réductionniste	reductionist	réduction	76
2582	redundant	redondant	redund	redond	83
2583	referent	référent	refer	référent	31
2584	refinement	raffinement	refin	raffin	73
2585	refit	remonter	refit	remont	55
2586	reflect	réfléchir	reflect	réflech	71
2587	refloat	renflouer	refloat	renflou	71
2588	reformat	reformater	reformat	reformat	100
2589	reformist	réformiste	reformist	réform	67
2590	refract	réfracter	refract	réfract	86
2591	refreshment	rafraîchissement	refresh	rafraîch	53
2592	refrigerant	réfrigérant	refriger	réfriger	88
2593	refurbishment	remise à neuf	refurbish	remise à neuf	36
2594	regent	régent	regent	régent	83
2595	regiment	régiment	regiment	reg	55
2596	regret	le regret	regret	le regret	80
2597	reheat	réchauffer	reheat	réchauff	43
2598	reimbursement	remboursement	reimburs	rembours	88
2599	reinforcement	renforcement	reinforc	renforc	93
2600	reinsert	réinsérer	reinsert	réinser	80
2601	reinstatement	réintégration	reinstat	réintegr	50
2602	reinterpret	réinterpréter	reinterpret	réinterpret	91
2603	reinvent	réinventer	reinvent	réinvent	88
2604	reinvest	réinvestir	reinvest	réinvest	88
2605	reinvestment	réinvestissement	reinvest	réinvest	88
2606	reject	rejeter	reject	rejet	91
2607	relativist	relativiste	relativist	relativ	82
2608	relaxant	relaxant	relax	relax	100
2609	relent	céder	relent	ced	22
2610	relevant	pertinent	relev	pertinent	29
2611	reliant	dépendant	reliant	dépend	31
2612	relict	veuve	relict	veuv	20
2613	relight	rallumer	relight	rallum	31
2614	relit	relancer	relit	relanc	55
2615	reluctant	réticent	reluct	réticent	43
2616	reminiscent	rappelant	reminisc	rappel	29
2617	remit	remettre	remit	remettr	67
2618	remnant	reste	remnant	rest	55
2619	remotest	à distance	remotest	à dist	29
2620	remount	remonter sur	remount	remonter sur	63
2621	renouncement	renoncement	renounc	renonc	92
2622	rent	louer	rent	lou	0
2623	repaint	repeindre	repaint	repeindr	67
2624	repast	repas	repast	rep	67
2625	repayment	remboursement	repay	rembours	31
2626	repeat	répéter	repeat	répet	73
2627	repellent	repoussant	repel	repouss	50
2628	repent	se repentir	repent	se repent	80
2629	repentant	repentant	repent	repent	100
2630	replacement	remplacement	replac	remplac	92
2631	replant	replanter	replant	replant	100
2632	replenishment	reconstitution	replenish	reconstitu	42
2633	report	rapport	report	rapport	77
2634	represent	représenter	repres	représent	67
2635	reprint	réimpression	reprint	réimpress	25
2636	repugnant	répugnant	repugn	répugn	83
2637	request	demander	request	demand	15
2638	requirement	exigence	requir	exigent	31
2639	reselect	sélectionner de nouveau	reselect	sélectionner de nouveau	32
2640	resent	renvoyer	resent	renvoi	50
2641	resentment	rancœur	resent	rancœur	31
2642	reset	réinitialiser	reset	réinitialis	25
2643	resettlement	réinstallation	resettl	réinstall	50
2644	resident	résident	resid	résident	62
2645	resilient	résilient	resili	résilient	67
2646	resist	résister	resist	résist	83
2647	resistant	résistant	resist	résist	83
2648	resit	repasser	resit	repass	55
2649	resolvent	résolvant	resolv	résolv	83
2650	resonant	résonnant	reson	réson	80
2651	resort	recours	resort	recour	67
2652	respect	le respect	respect	le respect	82
2653	resplendent	resplendissant	resplend	resplend	100
2654	respondent	intimé	respond	intim	17
2655	rest	du repos	rest	du repos	50
2656	restart	redémarrage	restart	redémarrag	47
2657	restatement	reformulation	restat	reformul	29
2658	restaurant	le restaurant	restaur	le restaur	82
2659	restraint	retenue	restraint	retenu	53
2660	restrict	restreindre	restrict	restreindr	67
2661	resubmit	resoumettre	resubmit	resoumettr	67
2662	result	résultat	result	résultat	71
2663	resultant	résultant	result	résult	83
2664	resurgent	renaissant	resurg	renaiss	46
2665	resurrect	ressusciter	resurrect	ressuscit	67
2666	retardant	retardateur	retard	retard	100
2667	retest	retester	retest	retest	100
2668	rethought	repensé	rethought	repens	27
2669	reticent	réticent	retic	réticent	62
2670	retirement	retraite	retir	retrait	67
2671	retort	cornue	retort	cornu	36
2672	retract	se rétracter	retract	se rétract	71
2673	retransmit	retransmettre	retransmit	retransmettr	82
2674	retreat	battre en retraite	retreat	battre en retrait	50
2675	retrenchment	retranchement	retrench	retranch	88
2676	retrofit	modernisation	retrofit	modernis	25
2677	retrospect	rétrospection	retrospect	rétrospect	90
2678	revanchist	revanchiste	revanchist	revanch	82
2679	revenant	revenant	reven	reven	100
2680	reverberant	réverbérant	reverber	réverber	88
2681	reverent	respectueux	rever	respectu	46
2682	revert	revenir	revert	reven	73
2683	revisionist	révisionniste	revisionist	révision	74
2684	revisit	revisiter	revisit	revisit	100
2685	revivalist	revivaliste	revivalist	revival	82
2686	revolt	révolte	revolt	révolt	83
2687	rheostat	rhéostat	rheostat	rhéostat	88
2688	richest	le plus riche	richest	le plus rich	42
2689	ricochet	ricochet	ricochet	ricochet	100
2690	rift	crevasse	rift	crev	25
2691	right	droit	right	droit	60
2692	rightist	droitier	rightist	droiti	57
2693	rightmost	le plus à droite	rightmost	le plus à droit	25
2694	ringlet	anglaise	ringlet	anglais	43
2695	riot	émeute	riot	émeut	22
2696	ripest	le plus mûr	ripest	le plus mûr	12
2697	riskiest	le plus risqué	riskiest	le plus risqu	29
2698	rivet	rivet	rivet	rivet	100
2699	rivulet	ruisseau	rivulet	ruisseau	40
2700	roast	rôtir	roast	rôt	50
2701	robot	robot	robot	robot	100
2702	robust	robuste	robust	robust	100
2703	rocket	fusée	rocket	fus	0
2704	rockiest	le plus rocailleux	rockiest	le plus rocaill	35
2705	rodent	rongeur	rodent	rongeur	46
2706	roomiest	le plus spacieux	roomiest	le plus spaci	10
2707	roost	perchoir	roost	perchoir	31
2708	root	racine	root	racin	22
2709	rosiest	plus rose	rosiest	plus ros	40
2710	rot	pourrir	rot	pourr	25
2711	roughest	le plus dur	roughest	le plus dur	11
2712	roundabout	rond point	roundabout	rond point	60
2713	roundest	le plus rond	roundest	le plus rond	40
2714	rout	déroute	rout	dérout	80
2715	rowboat	barque	rowboat	barqu	17
2716	rowdiest	le plus affligé	rowdiest	le plus afflig	9
2717	royalist	royaliste	royalist	royal	77
2718	rudest	le plus grossier	rudest	le plus grossi	20
2719	ruminant	ruminant	rumin	rumin	100
2720	runniest	le plus fou	runniest	le plus fou	21
2721	runt	avorton	runt	avorton	36
2722	rupert	Rupert	rupert	rupert	100
2723	ruralist	ruraliste	ruralist	rural	77
2724	russet	roux	russet	roux	40
2725	rust	rouiller	rust	rouill	40
2726	rustiest	le plus rouillé	rustiest	le plus rouill	27
2727	rut	rut	rut	rut	100
2728	sabbat	sabbat	sabbat	sabbat	100
2729	sachet	sachet	sachet	sachet	100
2730	sacrament	sacrement	sacrament	sacr	62
2731	sacrosanct	sacro-saint	sacrosanct	sacro-saint	86
2732	saddest	le plus triste	saddest	le plus tr	24
2733	sadist	sadique	sadist	sadiqu	67
2734	safest	le plus sûr	safest	le plus sûr	24
2735	sagest	affaissé	sagest	affaiss	31
2736	saint	Saint	saint	saint	100
2737	saintliest	le plus saint	saintliest	le plus saint	43
2738	salient	saillant	salient	saill	50
2739	salt	sel	salt	sel	57
2740	saltiest	le plus salé	saltiest	le plus sal	32
2741	samizdat	samizdat	samizdat	samizdat	100
2742	sandiest	le plus sablonneux	sandiest	le plus sablon	27
2743	sandpit	bac à sable	sandpit	bac à s	14
2744	sanest	le plus sain	sanest	le plus sain	33
2745	sanskrit	sanskrit	sanskrit	sanskr	86
2746	sapient	sage	sapient	sag	40
2747	sat	Sam	sat	sam	67
2748	satirist	écrivain satirique	satirist	écrivain satir	45
2749	sauciest	saucisse	sauciest	sauc	67
2750	sauerkraut	Choucroute	sauerkraut	choucrout	42
2751	savant	savant	savant	sav	67
2752	sawdust	sciure	sawdust	sciur	33
2753	saxophonist	saxophoniste	saxophonist	saxophon	84
2754	scant	maigre	scant	maigr	20
2755	scantiest	le plus maigre	scantiest	le plus maigr	27
2756	scapegoat	bouc émissaire	scapegoat	bouc émissair	18
2757	scarcest	le plus rare	scarcest	le plus rar	32
2758	scariest	le plus effrayant	scariest	le plus effrai	27
2759	scarlet	écarlate	scarlet	écarlat	71
2760	scat	scat	scat	scat	100
2761	scent	flairer	scent	flair	0
2762	schist	schiste	schist	schist	100
2763	scientist	scientifique	scientist	scientif	82
2764	scoot	scoot	scoot	scoot	100
2765	scot	Écossais	scot	écoss	44
2766	scout	scout	scout	scout	100
2767	scrappiest	le plus décousu	scrappiest	le plus décousu	24
2768	scratchiest	le plus rugueux	scratchiest	le plus rugu	17
2769	scrawniest	le plus maigre	scrawniest	le plus maigr	17
2770	screechiest	le plus criard	screechiest	le plus criard	32
2771	script	scénario	script	scénario	57
2772	sculpt	sculpter	sculpt	sculpt	100
2773	seafront	bord de mer	seafront	bord de m	12
2774	sealant	scellant	sealant	scel	55
2775	seaport	port de mer	seaport	port de m	50
2776	searchlight	projecteur	searchlight	projecteur	19
2777	seat	siège	seat	sieg	50
2778	secant	sécante	secant	sec	67
2779	secessionist	sécessionniste	secessionist	sécession	76
2780	secondbest	deuxième meilleur	secondbest	deuxième meilleur	15
2781	secondment	détachement	second	détach	17
2782	secret	secret	secret	secret	100
2783	secretariat	secrétariat	secretariat	secrétariat	91
2784	sect	secte	sect	sect	100
2785	secularist	laïque	secularist	laïqu	27
2786	securest	le plus sûr	securest	le plus sûr	21
2787	sediment	sédiment	sediment	sed	55
2788	seediest	le plus minable	seediest	le plus min	21
2789	seemliest	le plus apparent	seemliest	le plus apparent	24
2790	segment	segment	segment	segment	100
2791	seismologist	sismologue	seismologist	sismologu	76
2792	select	sélectionner	select	sélection	67
2793	selfconfident	confiant	selfconfid	confi	67
2794	selfdestruct	auto-destruction	selfdestruct	auto-destruct	64
2795	selfevident	évident	selfevid	évident	40
2796	selfgovernment	autonomie gouvernementale	selfgovern	autonomie gouvernemental	41
2797	selfinterest	intérêt personnel	selfinterest	intérêt personnel	41
2798	selfportrait	autoportrait	selfportrait	autoportr	48
2799	selfrespect	respect de soi	selfrespect	respect de soi	56
2800	selfrestraint	autodéfense	selfrestraint	autodéfens	9
2801	selftaught	autodidacte	selftaught	autodidact	30
2802	semifinalist	demi-finaliste	semifinalist	demi-final	73
2803	sensationalist	sensationnaliste	sensationalist	sensationnal	85
2804	sent	expédié	sent	expédi	20
2805	sentient	sensible	sentient	sensibl	53
2806	sentiment	sentiment	sentiment	sent	62
2807	sentimentalist	sentimental	sentimentalist	sentimental	88
2808	separatist	séparatiste	separatist	séparat	71
2809	septet	septuor	septet	septuor	62
2810	sequent	séquent	sequent	séquent	86
2811	serenest	le plus serein	serenest	le plus serein	45
2812	sergeant	sergent	sergeant	sergent	93
2813	serpent	serpent	serpent	serpent	100
2814	servant	serviteur	servant	serviteur	62
2815	set	ensemble	set	ensembl	40
2816	settlement	règlement	settlement	regl	29
2817	severest	le plus sévère	severest	le plus séver	38
2818	sewerrat	rat d'égout	sewerrat	rat d'égout	32
2819	sexiest	le plus sexy	sexiest	le plus sexy	32
2820	sexist	sexiste	sexist	sexist	100
2821	sextant	sextant	sextant	sext	73
2822	sextet	sextuor	sextet	sextuor	62
2823	sextuplet	sextuplet	sextuplet	sextuplet	100
2824	shabbiest	le plus minable	shabbiest	le plus min	20
2825	shadiest	le plus sombre	shadiest	le plus sombr	19
2826	shaft	arbre	shaft	arbre	20
2827	shaggiest	le plus hirsute	shaggiest	le plus hirsut	43
2828	shakiest	le plus tremblant	shakiest	le plus trembl	18
2829	shallot	échalote	shallot	échalot	71
2830	shallowest	le moins profond	shallowest	le moins profond	15
2831	shapeliest	plus galbé	shapeliest	plus galb	32
2832	sharpest	le plus tranchant	sharpest	le plus tranch	18
2833	sheerest	pur	sheerest	pur	18
2834	sheet	feuille	sheet	feuill	18
2835	sherbet	sorbet	sherbet	sorbet	77
2836	shift	décalage	shift	décalag	0
2837	shiniest	le plus brillant	shiniest	le plus brill	19
2838	shipment	expédition	shipment	expédit	27
2839	shipwright	charpentier	shipwright	charpenti	21
2840	shirt	chemise	shirt	chemis	18
2841	shoddiest	le plus mal	shoddiest	le plus mal	10
2842	shoot	tirer	shoot	tir	25
2843	shopfront	vitrine	shopfront	vitrin	27
2844	shoplift	vol à l'étalage	shoplift	vol à l'étalag	27
2845	short	court	short	court	60
2846	shortcircuit	court-circuit	shortcircuit	court-circuit	80
2847	shortcrust	pâte brisée	shortcrust	pâte bris	11
2848	shortcut	raccourci	shortcut	raccourc	38
2849	shortest	le plus court	shortest	le plus court	38
2850	shortlist	liste restreinte	shortlist	liste restreint	33
2851	shot	coup	shot	coup	25
2852	shout	cri	shout	cri	0
2853	showiest	le plus spectaculaire	showiest	le plus spectaculair	14
2854	shrewdest	le plus astucieux	shrewdest	le plus astuci	26
2855	shrift	shrift	shrift	shrift	100
2856	shrillest	le plus criard	shrillest	le plus criard	26
2857	shunt	shunter	shunt	shunt	100
2858	shut	fermer	shut	ferm	0
2859	shyest	le plus timide	shyest	le plus timid	21
2860	sibilant	sifflant	sibil	siffl	60
2861	sickest	le plus malade	sickest	le plus malad	10
2862	sickliest	le plus malade	sickliest	le plus malad	18
2863	sidelight	feu de position	sidelight	feu de posit	29
2864	sift	tamiser	sift	tamis	22
2865	sight	vue	sight	vu	0
2866	signet	sceau	signet	sceau	36
2867	significant	important	signific	import	14
2868	signpost	poteau indicateur	signpost	poteau ind	33
2869	silent	silencieux	silent	silenci	77
2870	silkiest	plus soyeux	silkiest	plus soi	25
2871	silliest	stupide	silliest	stupid	29
2872	silt	limon	silt	limon	22
2873	simplest	le plus simple	simplest	le plus simpl	48
2874	sincerest	sincère	sincerest	sincer	80
2875	sinecurist	sinécuriste	sinecurist	sinécur	71
2876	sit	s'asseoir	sit	s'asseoir	33
2877	situationist	situationniste	situationist	situation	86
2878	sketchiest	le plus sommaire	sketchiest	le plus sommair	16
2879	skillet	poêlon	skillet	poêlon	15
2880	skinflint	radin	skinflint	radin	29
2881	skinniest	le plus maigre	skinniest	le plus maigr	18
2882	skintight	peau tendue	skintight	peau tendu	11
2883	skirt	jupe	skirt	jup	0
2884	skit	sketch	skit	sketch	60
2885	skylight	lucarne	skylight	lucarn	14
2886	slackest	le plus mou	slackest	le plus mou	11
2887	slant	incliner	slant	inclin	36
2888	slat	lamelle	slat	lamel	44
2889	sleaziest	le plus sordide	sleaziest	le plus sordid	26
2890	sleepiest	le plus endormi	sleepiest	le plus endorm	26
2891	sleet	neige fondue	sleet	neige fondu	25
2892	sleight	tour de passe-passe	sleight	tour de passe-p	18
2893	slenderest	le plus mince	slenderest	le plus minc	27
2894	slept	dormi	slept	dorm	0
2895	slickest	le plus lisse	slickest	le plus l	24
2896	slight	léger	slight	leg	44
2897	slightest	le moindre	slightest	le moindr	22
2898	slimiest	le plus mince	slimiest	le plus minc	30
2899	slimmest	le plus mince	slimmest	le plus minc	20
2900	slingshot	Lance-pierres	slingshot	lance-pierr	20
2901	slit	fente	slit	fent	25
2902	sloppiest	le plus bâclé	sloppiest	le plus bâcl	19
2903	slot	fente	slot	fent	25
2904	slowest	le plus lent	slowest	le plus lent	42
2905	slushiest	la plus boueuse	slushiest	la plus bou	30
2906	slut	salope	slut	salop	44
2907	smallest	le plus petit	smallest	le plus pet	42
2908	smart	intelligent	smart	intelligent	12
2909	smartest	le plus intelligent	smartest	le plus intelligent	30
2910	smelliest	le plus odorant	smelliest	le plus odor	10
2911	smelt	éperlan	smelt	éperlan	33
2912	smokiest	le plus fumé	smokiest	le plus fum	21
2913	smoothest	le plus lisse	smoothest	le plus l	11
2914	smudgiest	le plus taché	smudgiest	le plus tach	19
2915	smut	cochonneries	smut	cochonner	0
2916	snakepit	fosse aux serpents	snakepit	fosse aux serpent	24
2917	snapshot	instantané	snapshot	instantan	35
2918	sneakiest	le plus sournois	sneakiest	le plus sournois	32
2919	snippet	fragment	snippet	fragment	27
2920	snort	renifler	snort	renifl	18
2921	snout	museau	snout	museau	36
2922	snowdrift	neige	snowdrift	neig	31
2923	snowiest	le plus enneigé	snowiest	le plus enneig	27
2924	soapiest	savoureux	soapiest	savour	29
2925	sobriquet	sobriquet	sobriquet	sobriquet	100
2926	socialist	socialiste	socialist	social	80
2927	sociologist	sociologue	sociologist	sociologu	80
2928	socket	prise	socket	pris	20
2929	soffit	soffite	soffit	soffit	100
2930	soft	mou, tendre	soft	mou, tendr	29
2931	softest	le plus doux	softest	le plus doux	21
2932	soggiest	plus détrempé	soggiest	plus détremp	20
2933	solicit	solliciter	solicit	sollicit	93
2934	soloist	soliste	soloist	solist	92
2935	solvent	solvant	solvent	solv	73
2936	somersault	saut périlleux	somersault	saut périll	38
2937	somewhat	quelque peu	somewhat	quelque peu	11
2938	somnambulist	somnambule	somnambulist	somnambul	86
2939	somnolent	somnolent	somnol	somnolent	80
2940	sonnet	sonnet	sonnet	sonnet	100
2941	soonest	le plus tôt	soonest	le plus tôt	22
2942	soot	suie	soot	sui	29
2943	sophist	sophiste	sophist	sophist	100
2944	sorbet	sorbet	sorbet	sorbet	100
2945	sorriest	triste	sorriest	trist	62
2946	sort	Trier	sort	tri	29
2947	sot	sot	sot	sot	100
2948	soubriquet	sobriquet	soubriquet	sobriquet	95
2949	sought	recherché	sought	recherch	14
2950	soundest	le plus solide	soundest	le plus solid	29
2951	sourest	le plus aigre	sourest	le plus aigr	21
2952	southernmost	le plus au sud	southernmost	le plus au sud	23
2953	soviet	soviétique	soviet	soviet	100
2954	spacecraft	vaisseau spatial	spacecraft	vaisseau spatial	31
2955	spaceflight	vol spatial	spaceflight	vol spatial	36
2956	spacesuit	scaphandre	spacesuit	scaphandr	33
2957	sparsest	le plus clairsemé	sparsest	le plus clairsem	42
2958	spat	prise de bec	spat	prise de bec	12
2959	specialist	spécialiste	specialist	spécial	71
2960	speedboat	vedette	speedboat	vedet	43
2961	speediest	le plus rapide	speediest	le plus rapid	27
2962	spelt	orthographié	spelt	orthographi	12
2963	spendthrift	dépensier	spendthrift	dépensi	44
2964	spent	dépensé	spent	dépens	55
2965	spigot	robinet	spigot	robinet	31
2966	spikiest	le plus épineux	spikiest	le plus épin	30
2967	spilt	déversé	spilt	dévers	18
2968	spindrift	broche	spindrift	broch	14
2969	spinet	épinette	spinet	épinet	83
2970	spirant	spirante	spirant	spir	73
2971	spirit	esprit	spirit	esprit	83
2972	spiritualist	spiritualiste	spiritualist	spiritual	86
2973	spit	cracher	spit	crach	0
2974	splat	splat	splat	splat	100
2975	splint	éclisse	splint	écliss	33
2976	split	diviser	split	divis	20
2977	spoilsport	trouble-fête	spoilsport	trouble-fêt	29
2978	spoilt	gâté	spoilt	gât	22
2979	spongiest	le plus spongieux	spongiest	le plus spongi	52
2980	sport	sport	sport	sport	100
2981	spot	tache	spot	tach	25
2982	spotlight	projecteur	spotlight	projecteur	32
2983	spotlit	éclairé	spotlit	éclair	31
2984	spottiest	le plus tacheté	spottiest	le plus tachet	26
2985	spout	bec	spout	bec	0
2986	sprat	sprat	sprat	sprat	100
2987	spreadsheet	tableur	spreadsheet	tableur	11
2988	sprightliest	le plus vif	sprightliest	le plus v	10
2989	springiest	le plus élastique	springiest	le plus élast	26
2990	sprint	sprint	sprint	sprint	100
2991	sprocket	pignon	sprocket	pignon	29
2992	sprout	germer	sprout	germ	20
2993	spurt	gicler	spurt	gicl	0
2994	squashiest	le plus écrasant	squashiest	le plus écras	26
2995	squat	s'accroupir	squat	s'accroup	29
2996	squeakiest	le plus grinçant	squeakiest	le plus grinc	17
2997	squint	strabisme	squint	strabism	29
2998	squirt	jet	squirt	jet	22
2999	stagnant	stagnant	stagnant	stagn	77
3000	stalwart	vigoureux	stalwart	vigour	14
3001	standpoint	point de vue	standpoint	point de vu	48
3002	starchiest	le plus féculent	starchiest	le plus féculent	15
3003	stardust	poussière d'étoiles	stardust	poussière d'étoil	24
3004	starkest	le plus brutal	starkest	le plus brutal	27
3005	starlet	starlette	starlet	starlet	100
3006	starlight	lumière des étoiles	starlight	lumière des étoil	23
3007	starlit	étoilé	starlit	étoil	33
3008	starriest	le plus étoilé	starriest	le plus étoil	27
3009	start	début	start	début	20
3010	statecraft	habileté politique	statecraft	habileté polit	17
3011	stateliest	majestueux	stateliest	majestu	47
3012	statement	déclaration	statement	déclar	13
3013	stateoftheart	l'état de l'art	stateoftheart	l'état de l'art	50
3014	staunchest	le plus fidèle	staunchest	le plus fidel	17
3015	steadfast	ferme	steadfast	ferm	15
3016	steadiest	le plus stable	steadiest	le plus st	21
3017	stealthiest	le plus furtif	stealthiest	le plus furt	17
3018	steamboat	bateau à vapeur	steamboat	bateau à vapeur	33
3019	steamiest	le plus torride	steamiest	le plus torrid	26
3020	steepest	le plus raide	steepest	le plus raid	10
3021	sternest	le plus sévère	sternest	le plus séver	29
3022	stet	stet	stet	stet	100
3023	stickiest	le plus collant	stickiest	le plus coll	19
3024	stiffest	le plus rigide	stiffest	le plus rigid	19
3025	stilt	pilotis	stilt	pilot	60
3026	stimulant	stimulant	stimul	stimul	100
3027	stint	besogne assignée	stint	besogne assign	32
3028	stoat	hermine	stoat	hermin	0
3029	stockist	stockiste	stockist	stockist	100
3030	stodgiest	le plus maussade	stodgiest	le plus maussad	17
3031	stoniest	le plus pierreux	stoniest	le plus pierr	29
3032	stormiest	le plus orageux	stormiest	le plus orag	29
3033	stout	bière	stout	bier	0
3034	stoutest	le plus gros	stoutest	le plus gros	30
3035	straight	droit	straight	droit	15
3036	straightest	le plus droit	straightest	le plus droit	17
3037	strait	détroit	strait	détroit	62
3038	straitjacket	camisole de force	straitjacket	camisole de forc	21
3039	strangest	le plus étrange	strangest	le plus étrang	52
3040	strategist	stratège	strategist	strateg	82
3041	streakiest	le plus strié	streakiest	le plus stri	36
3042	street	rue	street	ru	25
3043	strict	strict	strict	strict	100
3044	strictest	le plus strict	strictest	le plus strict	52
3045	strident	strident	strident	strident	100
3046	stringent	strict	stringent	strict	67
3047	stripiest	le plus rayé	stripiest	le plus rai	30
3048	strongest	le plus fort	strongest	le plus fort	19
3049	structuralist	structuraliste	structuralist	structural	87
3050	strumpet	catin	strumpet	catin	15
3051	strut	se pavaner	strut	se pavan	15
3052	student	étudiant	student	étudi	50
3053	stuffiest	le plus étouffant	stuffiest	le plus étouff	43
3054	stunt	cascade	stunt	cascad	18
3055	stupidest	le plus stupide	stupidest	le plus stupid	52
3056	sturdiest	le plus robuste	sturdiest	le plus robust	17
3057	stylist	styliste	stylist	stylist	100
3058	subcontinent	sous-continent	subcontin	sous-continent	70
3059	subcontract	sous-traitance	subcontract	sous-trait	57
3060	subject	matière	subject	mati	18
3061	subjectivist	subjectiviste	subjectivist	subjectiv	86
3062	sublimest	sublime	sublimest	sublim	80
3063	submit	nous faire parvenir	submit	nous faire parven	17
3064	subplot	sous-tracé	subplot	sous-trac	38
3065	subscript	indice	subscript	indic	14
3066	subsequent	subséquent	subsequ	subséquent	71
3067	subservient	servile	subservi	servil	71
3068	subset	sous-ensemble	subset	sous-ensembl	44
3069	subsist	subsister	subsist	subsist	100
3070	subtext	sous-texte	subtext	sous-text	75
3071	subtlest	subtile	subtlest	subtil	71
3072	subtract	soustraire	subtract	soustrair	59
3073	subunit	sous-unité	subunit	sous-un	57
3074	subvert	subvertir	subvert	subvert	100
3075	succinct	succinct	succinct	succinct	100
3076	succulent	succulent	succul	succulent	80
3077	suet	graisse de rognon	suet	graisse de rognon	19
3078	sufficient	suffisant	suffici	suffis	77
3079	suffragist	suffragiste	suffragist	suffrag	82
3080	suggest	suggérer	suggest	sugger	77
